gene_symbol,chromosome,start,species
SI:CH73-236C18.6,1,58461990,zebrafish
SI:CH73-236C18.7,1,58470287,zebrafish
SI:CH73-236C18.9,1,58508790,zebrafish
ZGC:172091,1,58535306,zebrafish
SLC27A1B,1,58545319,zebrafish
ADGRE5B.2,1,58580412,zebrafish
SI:CH73-236C18.8,1,58593247,zebrafish
SI:CH73-221F6.1,1,58602506,zebrafish
SI:CH73-221F6.3,1,58614897,zebrafish
ZGC:174890,1,58620953,zebrafish
SI:CH73-221F6.4,1,58628165,zebrafish
ADGRE5B.3,1,58639497,zebrafish
LO017784.1,1,58677434,zebrafish
CABZ01084617.1,1,58735326,zebrafish
CABZ01096573.1,1,58762742,zebrafish
TMED1B,1,58840889,zebrafish
DNM2B,1,58857088,zebrafish
CABZ01084501.2,1,58870054,zebrafish
MFAP4,1,58885602,zebrafish
ZGC:171687,1,58912051,zebrafish
TRIP10B,1,58922027,zebrafish
CABZ01115881.1,1,58949548,zebrafish
CABZ01114581.1,1,58967210,zebrafish
ERI2,1,58977262,zebrafish
THUMPD1,1,58982100,zebrafish
CABZ01083166.1,1,58990121,zebrafish
CDC37,1,59007536,zebrafish
EARS2,1,59015237,zebrafish
PIN1,1,59062603,zebrafish
CABZ01080042.1,1,59064686,zebrafish
MFAP4,1,59090972,zebrafish
ZMP:0000001323,1,59107633,zebrafish
FO203432.1,1,59123750,zebrafish
SI:CH1073-110A20.7,1,59125767,zebrafish
SI:ZFOS-2330D3.7,1,59128185,zebrafish
SI:CH1073-110A20.2,1,59132757,zebrafish
SI:CH1073-110A20.3,1,59136015,zebrafish
SI:CH1073-110A20.1,1,59140687,zebrafish
GPR108,1,59146298,zebrafish
SOUL5L,1,59154521,zebrafish
WU:FK65C09,1,59163060,zebrafish
CAMSAP3,1,59172744,zebrafish
LPAR2B,1,59192197,zebrafish
AKAP8L,1,59218067,zebrafish
MVB12A,1,59237328,zebrafish
OLFM2B,1,59244159,zebrafish
COL5A3B,1,59252435,zebrafish
SI:CH1073-286C18.5,1,59252435,zebrafish
RDH8B,1,59293873,zebrafish
TXNDC11,1,59304096,zebrafish
PARN,1,59314675,zebrafish
CABZ01052576.1,1,59328030,zebrafish
CYP3A65,1,59338175,zebrafish
CABZ01052573.1,1,59353230,zebrafish
SI:CH211-188P14.5,1,59406300,zebrafish
SI:CH211-188P14.3,1,59416186,zebrafish
SI:CH211-188P14.2,1,59419086,zebrafish
JAM2A,1,594736,zebrafish
ZMP:0000001082,1,59555936,zebrafish
WFIKKN1,1,59570238,zebrafish
SI:ZFOS-1011F11.2,1,60979,zebrafish
ATP5PF,1,610082,zebrafish
ABCB6A,1,6135188,zebrafish
CNPPD1,1,6162090,zebrafish
PRKAG3A,1,6172786,zebrafish
RETREG2,1,6189949,zebrafish
APPA,1,621374,zebrafish
MDH1B,1,6218632,zebrafish
FASTKD2,1,6226135,zebrafish
GTF3C3,1,6243906,zebrafish
LO018629.1,1,6307305,zebrafish
HECW2B,1,6357059,zebrafish
KLF7A,1,6403551,zebrafish
RPL24,1,6408,zebrafish
GPA33A,1,65705,zebrafish
CYYR1,1,658405,zebrafish
SI:CH211-93G23.2,1,6640437,zebrafish
UBE2F,1,6646616,zebrafish
ADAMTS1,1,673163,zebrafish
ERBB4A,1,6862917,zebrafish
ADAMTS5,1,691738,zebrafish
ERBB4,1,7189856,zebrafish
LANCL1,1,7517454,zebrafish
MYLZ3,1,7546259,zebrafish
PCNP,1,7556965,zebrafish
MXA,1,7562316,zebrafish
MXB,1,7574447,zebrafish
EFNB2B,1,7634458,zebrafish
ARGLU1B,1,7662091,zebrafish
EN1B,1,7679328,zebrafish
RADIL,1,7847787,zebrafish
SI:DKEY-79F11.10,1,7924956,zebrafish
SI:DKEY-79F11.9,1,7936270,zebrafish
SI:DKEY-79F11.8,1,7946842,zebrafish
CR855320.1,1,7956030,zebrafish
SI:DKEY-79F11.7,1,7964276,zebrafish
CR855320.2,1,7988052,zebrafish
SI:DKEY-79F11.5,1,7993632,zebrafish
CR855320.3,1,8001435,zebrafish
SI:DKEYP-9D4.2,1,8017069,zebrafish
SI:DKEYP-9D4.3,1,8022320,zebrafish
SLC5A10,1,8110562,zebrafish
FAM83G,1,8127675,zebrafish
GRAPB,1,8165340,zebrafish
CACNA1HB,1,8304904,zebrafish
SYNGR3B,1,8415983,zebrafish
MYO15AB,1,8487456,zebrafish
ALKBH5,1,8508753,zebrafish
MIEF2,1,8521323,zebrafish
SMCR8B,1,8534698,zebrafish
PTCD1,1,8555323,zebrafish
AL928650.4,1,8579197,zebrafish
SI:CH211-160D14.15,1,8593560,zebrafish
SLC29A4,1,8601935,zebrafish
GRIN2AB,1,8763429,zebrafish
SI:CH73-191K20.3,1,8978908,zebrafish
BX004779.3,1,9071324,zebrafish
CACNG3A,1,9086942,zebrafish
SI:CH211-14K19.8,1,9100473,zebrafish
VAP,1,9105039,zebrafish
PALB2,1,9132335,zebrafish
ERN2,1,9169807,zebrafish
SI:DKEYP-57D7.4,1,9230244,zebrafish
UNCX4.1,1,9290103,zebrafish
MICALL2B,1,9469910,zebrafish
SI:CH73-12O23.1,1,9499645,zebrafish
N6AMT1,1,961607,zebrafish
UGT5B5,1,9627240,zebrafish
UGT5B4,1,9631378,zebrafish
UGT5B2,1,9637121,zebrafish
UGT5B1,1,9645275,zebrafish
ELFN1B,1,9708801,zebrafish
GART,1,973467,zebrafish
MAD1L1,1,9739370,zebrafish
PMM2,1,9860381,zebrafish
C1H7ORF26,1,9873315,zebrafish
RGS11,1,9886997,zebrafish
PGAP6,1,9919909,zebrafish
PDIA2,1,9954533,zebrafish
SI:DKEYP-75B4.8,1,9966384,zebrafish
SI:DKEYP-75B4.7,1,9972565,zebrafish
SI:DKEYP-75B4.9,1,9986675,zebrafish
SI:DKEYP-75B4.10,1,9994813,zebrafish
SH2D3CA,10,10210455,zebrafish
UNC5C,10,1052591,zebrafish
FAM163BA,10,10677697,zebrafish
SWI5,10,10728870,zebrafish
EXD3,10,10880665,zebrafish
CDC37L1,10,10972795,zebrafish
AK3,10,11000894,zebrafish
UGCG,10,11038192,zebrafish
PIGP,10,110879,zebrafish
BMPR1BB,10,1109803,zebrafish
PTBP3,10,11146489,zebrafish
HSDL2,10,11265387,zebrafish
SI:CH211-126I22.5,10,11286741,zebrafish
INIP,10,11319971,zebrafish
LIN54,10,11324515,zebrafish
COPS4,10,11355841,zebrafish
PLAC8.2,10,11372428,zebrafish
PLAC8.1,10,11382797,zebrafish
SREK1IP1,10,11394528,zebrafish
CWC27,10,11398111,zebrafish
ADAMTS6,10,11593998,zebrafish
RIPPLY3,10,116115,zebrafish
PPWD1,10,11767791,zebrafish
TRIM23,10,11790881,zebrafish
PDLIM5B,10,1204745,zebrafish
KCNJ6,10,124995,zebrafish
CT990561.1,10,12517059,zebrafish
CT990561.2,10,12648660,zebrafish
OPN4XA,10,1294463,zebrafish
LPAR1,10,13000370,zebrafish
MUSK,10,13084974,zebrafish
RASSF6,10,13209580,zebrafish
SI:BUSM1-57F23.1,10,13236100,zebrafish
TMEM267,10,13283568,zebrafish
IL11RA,10,13305627,zebrafish
CNTFR,10,13475830,zebrafish
GDNFA,10,1396940,zebrafish
SI:DKEY-286H21.1,10,14210667,zebrafish
GALT,10,14263684,zebrafish
SIGMAR1,10,14488625,zebrafish
KATNAL2,10,14499201,zebrafish
HDHD2,10,14529807,zebrafish
IER3IP1,10,14542726,zebrafish
SKOR2,10,14547941,zebrafish
WDR70,10,1476006,zebrafish
SMAD2,10,14871136,zebrafish
SI:DKEY-88L16.2,10,14936045,zebrafish
SI:DKEY-88L16.4,10,14947003,zebrafish
SI:DKEY-88L16.3,10,14963898,zebrafish
SI:DKEY-88L16.5,10,15025022,zebrafish
CLDN23A,10,15047909,zebrafish
CLDN23B,10,15052698,zebrafish
PARM1,10,15064433,zebrafish
SI:CH211-95J8.3,10,15088534,zebrafish
SCPP8,10,15107886,zebrafish
SPP1,10,15120711,zebrafish
CR925756.1,10,15187316,zebrafish
SH3BP2,10,15224660,zebrafish
VLDLR,10,15255306,zebrafish
KCNV2A,10,15310811,zebrafish
PUM3,10,15321522,zebrafish
TRAPPC13,10,15340769,zebrafish
SGTB,10,15381972,zebrafish
NLN,10,15408501,zebrafish
ERBIN,10,15511885,zebrafish
ZFAND5B,10,15608326,zebrafish
SMC5,10,15617741,zebrafish
MAMDC2B,10,15648857,zebrafish
APBA1B,10,15777064,zebrafish
TJP2A,10,15816795,zebrafish
KCNJ15,10,158590,zebrafish
PIP5K1BA,10,15881309,zebrafish
SI:DKEY-3H23.3,10,15895988,zebrafish
ORA5,10,1590604,zebrafish
APBB1,10,15967341,zebrafish
NUP155,10,1597271,zebrafish
ALDH7A1,10,16006905,zebrafish
PHAX,10,16029260,zebrafish
LMNB1,10,16036280,zebrafish
C10H5ORF63,10,16062144,zebrafish
MEGF10,10,16092671,zebrafish
ERG,10,161660,zebrafish
PRRC1,10,16168514,zebrafish
CTXN3,10,16190973,zebrafish
SLC12A2,10,16225870,zebrafish
FBN2A,10,16313851,zebrafish
SGSM1B,10,1638876,zebrafish
CT027815.1,10,16473923,zebrafish
SLC27A6,10,16501699,zebrafish
ISOC1,10,16547259,zebrafish
CR790388.1,10,16584382,zebrafish
CHSY3,10,16592918,zebrafish
CABZ01024659.1,10,16756546,zebrafish
TRIAP1,10,1681518,zebrafish
STOML2,10,16857529,zebrafish
SRSF9,10,1686975,zebrafish
UNC13B,10,16911951,zebrafish
CR855996.2,10,17026870,zebrafish
FAM166B,10,17077177,zebrafish
SI:CH73-46J18.5,10,1708117,zebrafish
SI:DKEY-106L3.7,10,17088261,zebrafish
RNF208,10,17102902,zebrafish
SLC5A1,10,17135631,zebrafish
YWHAH,10,17166035,zebrafish
DEPDC5,10,17171742,zebrafish
GAL3ST1B,10,1722125,zebrafish
RAB36,10,17223985,zebrafish
GNAZ,10,17254502,zebrafish
TIPRL,10,17345,zebrafish
SPPL3,10,17371356,zebrafish
EPB41L4A,10,1745749,zebrafish
NT5C2L1,10,17460361,zebrafish
SLC2A11L,10,17485945,zebrafish
SKA1,10,17543276,zebrafish
SMARCAD1B,10,17552733,zebrafish
KCNN2,10,17592273,zebrafish
DRG1,10,17681074,zebrafish
STARD7,10,17700016,zebrafish
SLC20A1B,10,17713022,zebrafish
SI:DKEY-200L5.4,10,17731432,zebrafish
PIGO,10,17747880,zebrafish
CCL19B,10,17776981,zebrafish
PHF24,10,17875891,zebrafish
PRKAB1A,10,17936441,zebrafish
SI:DKEY-242G16.2,10,17987435,zebrafish
APC,10,1849874,zebrafish
CR388008.1,10,18557102,zebrafish
ETS2,10,187764,zebrafish
BNIP3LB,10,18911152,zebrafish
C3AR1,10,1899595,zebrafish
ADRA1AB,10,18999841,zebrafish
IGSF9A,10,19039507,zebrafish
LRRTM4L1,10,19338255,zebrafish
ATP6V1B2,10,19554604,zebrafish
TDGF1,10,1956338,zebrafish
CABZ01059627.1,10,19569052,zebrafish
CABZ01059627.2,10,19573791,zebrafish
ZGC:173837,10,19595009,zebrafish
CABZ01059626.1,10,19596214,zebrafish
GFRA2B,10,19723025,zebrafish
DMTN,10,20128267,zebrafish
HTR7B,10,20158838,zebrafish
TCIM,10,20256454,zebrafish
ZMAT4B,10,20286772,zebrafish
GOLGA7,10,20364009,zebrafish
R3HCC1,10,20392083,zebrafish
LOXL2A,10,20407888,zebrafish
SI:CH211-113D22.2,10,20448640,zebrafish
TACC1,10,20460551,zebrafish
DDHD2,10,20503886,zebrafish
PLPP5,10,20527861,zebrafish
NSD3,10,20543279,zebrafish
LETM2,10,20589969,zebrafish
SI:DKEY-81J8.6,10,20608676,zebrafish
PSMG1,10,206996,zebrafish
PCDH1A,10,21040186,zebrafish
AVD,10,21359103,zebrafish
MPZL1L,10,213937,zebrafish
BX957322.3,10,21511495,zebrafish
BX957322.1,10,21522545,zebrafish
ZGC:165539,10,21541927,zebrafish
PCDH1A6,10,21559605,zebrafish
PCDH1A3,10,21559605,zebrafish
PCDH1A4,10,21588002,zebrafish
PCDH1G1,10,21650828,zebrafish
PCDH1G2,10,21656654,zebrafish
PCDH1G3,10,21660447,zebrafish
CT737184.2,10,21668606,zebrafish
PCDH1GB2,10,21677058,zebrafish
PCDH1GB9,10,21718468,zebrafish
PCDH1G13,10,21722892,zebrafish
PCDH1G14,10,21726853,zebrafish
PCDH1G22,10,21730585,zebrafish
PCDH1G18,10,21737856,zebrafish
PCDH1G11,10,21758811,zebrafish
PCDH1G9,10,21780250,zebrafish
PCDH1G33,10,21783213,zebrafish
PCDH1G26,10,21786656,zebrafish
PCDH1GC5,10,21789978,zebrafish
PCDH1G29,10,21796477,zebrafish
PCDH1G30,10,21801043,zebrafish
PCDH1G31,10,21804772,zebrafish
CR774179.5,10,21861451,zebrafish
CBLN17,10,21867307,zebrafish
FO744833.1,10,21938762,zebrafish
FO744833.2,10,21943567,zebrafish
PONZR10,10,22088465,zebrafish
BX005027.3,10,22097328,zebrafish
SI:CH73-111E15.1,10,22110842,zebrafish
SI:DKEY-4C2.11,10,22134606,zebrafish
FGF11B,10,22161585,zebrafish
CNTNAP3,10,2232023,zebrafish
NLGN2B,10,22381802,zebrafish
EPOB,10,22484340,zebrafish
CT573337.1,10,22494826,zebrafish
ZGC:172339,10,22501763,zebrafish
GIGYF1B,10,22510280,zebrafish
EFNB3A,10,22536693,zebrafish
KDM6BB,10,22724059,zebrafish
TMEM88A,10,22771176,zebrafish
SI:CH211-237L4.6,10,22782522,zebrafish
PCOLCEA,10,22789340,zebrafish
PER1A,10,22812524,zebrafish
VAMP2,10,22838364,zebrafish
AND3,10,22848556,zebrafish
AP4M1,10,22854803,zebrafish
ARRB2A,10,22890791,zebrafish
SI:CH1073-143L10.2,10,22907351,zebrafish
MED11,10,22912251,zebrafish
RNASEKB,10,22916113,zebrafish
ZGC:103508,10,22918384,zebrafish
FP102052.1,10,22960380,zebrafish
SI:DKEY-175G6.2,10,23022263,zebrafish
SLC25A1A,10,23060391,zebrafish
NLE1,10,23070752,zebrafish
RIOX2,10,23088,zebrafish
LTN1,10,23099365,zebrafish
SI:CH73-122G19.1,10,23441488,zebrafish
SI:DKEY-181C13.1,10,23502026,zebrafish
ZMP:0000000924,10,23511816,zebrafish
ZMP:0000000937,10,23520952,zebrafish
CR847844.1,10,23537576,zebrafish
ZMP:0000001103,10,23548674,zebrafish
CR847844.2,10,23553533,zebrafish
KLHL35,10,236457,zebrafish
INPP5KB,10,24302433,zebrafish
PITPNAB,10,24325600,zebrafish
MTUS2A,10,24504292,zebrafish
SLC46A3,10,24631976,zebrafish
STOML3B,10,24641485,zebrafish
PROSER1,10,24648903,zebrafish
VPS36,10,24660225,zebrafish
SI:CH211-287A12.9,10,24682307,zebrafish
THSD1,10,24684799,zebrafish
TPTE,10,24692076,zebrafish
SMPD1,10,24709967,zebrafish
ILK,10,24722580,zebrafish
TIMM10B,10,24762216,zebrafish
SI:CH1073-15F19.2,10,24778289,zebrafish
CABZ01058107.1,10,24865535,zebrafish
SI:CH211-214K5.3,10,24959246,zebrafish
CD209,10,24971473,zebrafish
MTNR1BB,10,25035463,zebrafish
CU856539.1,10,2504045,zebrafish
FAT3B,10,25108853,zebrafish
CHORDC1B,10,25204626,zebrafish
KPNA7,10,25214270,zebrafish
GRM5A,10,25222367,zebrafish
LRRC32,10,252425,zebrafish
RAB38B,10,25272355,zebrafish
ZMP:0000001301,10,2529037,zebrafish
TMEM135,10,25312337,zebrafish
CCT8,10,25328662,zebrafish
MAP3K7CL,10,25355308,zebrafish
BACH1B,10,25369859,zebrafish
GRIK1A,10,25402463,zebrafish
TIAM1A,10,25572372,zebrafish
SPINA,10,2568917,zebrafish
SOD1,10,25694395,zebrafish
SCAF4A,10,25697636,zebrafish
UGT5D1,10,25726694,zebrafish
CU856539.3,10,2573161,zebrafish
POSTNA,10,25770467,zebrafish
FTR54,10,25819996,zebrafish
NXNL2,10,2582254,zebrafish
TRPC4A,10,25830273,zebrafish
WU:FB59D01,10,2587234,zebrafish
UFM1,10,25947946,zebrafish
FREM2A,10,25982212,zebrafish
CU856539.2,10,2600830,zebrafish
TRIM47,10,26118122,zebrafish
TRIM3B,10,26129830,zebrafish
DCHS1B,10,26268790,zebrafish
SLC46A3,10,26504792,zebrafish
SLC9A6B,10,26571193,zebrafish
FHL1B,10,26597990,zebrafish
ADGRG4B,10,26646104,zebrafish
HTATSF1,10,26652859,zebrafish
SI:CH73-52F15.5,10,26669177,zebrafish
TMTOPS3B,10,26689262,zebrafish
CCL27B,10,2669405,zebrafish
FGF13B,10,26716362,zebrafish
MCF2B,10,26762793,zebrafish
PDXP,10,2680079,zebrafish
SI:CH211-263P13.7,10,26813710,zebrafish
FAM89B,10,26834985,zebrafish
SETD9,10,2684958,zebrafish
EHBP1L1B,10,26896142,zebrafish
CR450793.1,10,26935155,zebrafish
FRMD8,10,26944978,zebrafish
MIER3A,10,2696864,zebrafish
ZNHIT2,10,26982254,zebrafish
MRPL49,10,26987108,zebrafish
SI:DKEY-88P24.11,10,26998414,zebrafish
BX248510.6,10,27021164,zebrafish
AUTS2A,10,27183757,zebrafish
GRK5,10,2742499,zebrafish
ASH2L,10,2759226,zebrafish
SI:DKEY-33O22.1,10,27738239,zebrafish
PNX,10,2799285,zebrafish
AEBP1,10,2807136,zebrafish
RPS6KB1A,10,28172344,zebrafish
CR392341.4,10,28392426,zebrafish
YKT6,10,2841268,zebrafish
SI:CH211-222E20.4,10,28428222,zebrafish
EMSY,10,284305,zebrafish
BBX,10,28470307,zebrafish
DDX56,10,2856377,zebrafish
CCAR2,10,2876378,zebrafish
ERAP1A,10,2899108,zebrafish
SI:CH211-103F14.3,10,29087810,zebrafish
ZPLD1A,10,29112756,zebrafish
CCDC83,10,29226180,zebrafish
OCLNA,10,2924775,zebrafish
SYTL2A,10,29260096,zebrafish
CREBZF,10,29266791,zebrafish
TMEM126A,10,29270073,zebrafish
DLG2,10,29431529,zebrafish
MARVELD2A,10,2943676,zebrafish
SI:CH73-261I21.2,10,29731060,zebrafish
IFT46,10,29736186,zebrafish
VPS11,10,29751029,zebrafish
HYOU1,10,29770242,zebrafish
SI:CH73-261I21.5,10,29793817,zebrafish
ZFYVE16,10,2981090,zebrafish
BX120005.2,10,29840725,zebrafish
JHY,10,29855213,zebrafish
NTM,10,29963686,zebrafish
ANKRD34BA,10,3031636,zebrafish
NHLRC3,10,304596,zebrafish
RASGRF2A,10,3049636,zebrafish
OPCML,10,30617826,zebrafish
PANX3,10,30997238,zebrafish
PKNOX2,10,31019607,zebrafish
AKT2L,10,311917,zebrafish
TMEM218,10,31222433,zebrafish
ROBO4,10,31248036,zebrafish
ROBO3,10,31300589,zebrafish
UBE2L3A,10,3133098,zebrafish
AL845320.2,10,31344227,zebrafish
HIC2,10,3153973,zebrafish
MSANTD2,10,31624143,zebrafish
ESAMA,10,31646020,zebrafish
FEZ1,10,31738501,zebrafish
VPS26BL,10,31800212,zebrafish
FOXO1B,10,31809226,zebrafish
PI4KAA,10,3187289,zebrafish
LHFPL6,10,31953502,zebrafish
SI:CH211-266I6.3,10,32050906,zebrafish
THAP12A,10,32058692,zebrafish
SI:DKEY-250D21.1,10,32066537,zebrafish
WNT11,10,32104305,zebrafish
UVRAG,10,32265064,zebrafish
VASPA,10,323401,zebrafish
DGAT2,10,32502354,zebrafish
MOGAT2,10,32534814,zebrafish
MAP6A,10,32560667,zebrafish
UMODL1,10,32613706,zebrafish
ZBTB21,10,32646402,zebrafish
ATG101,10,32657496,zebrafish
RAD51C,10,32662886,zebrafish
PPM1E,10,32683089,zebrafish
SLC25A1B,10,3268581,zebrafish
TRIM37,10,32809620,zebrafish
RABGEF1,10,32854901,zebrafish
KCTD7,10,32881586,zebrafish
CUX1A,10,32903341,zebrafish
ZGC:56235,10,3299829,zebrafish
MYL10,10,33171501,zebrafish
TOR4AA,10,3323716,zebrafish
BCL7BA,10,33240410,zebrafish
TBL2,10,33253952,zebrafish
PRDM15,10,33269371,zebrafish
C2CD2,10,33305978,zebrafish
SKA2,10,33367355,zebrafish
BRAP,10,3336772,zebrafish
MDH2,10,33382858,zebrafish
ZGC:153345,10,33393883,zebrafish
RYR1A,10,33406819,zebrafish
ZGC:171929,10,334627,zebrafish
SI:DKEY-18A10.3,10,33561567,zebrafish
EVA1C,10,33580363,zebrafish
MIS18A,10,33588715,zebrafish
HUNK,10,33617491,zebrafish
NAA25,10,3366103,zebrafish
DDX55,10,3397871,zebrafish
ZAR1L,10,33999869,zebrafish
KL,10,34010494,zebrafish
PIMR149,10,34043561,zebrafish
ZGC:174193,10,34047352,zebrafish
BX548044.8,10,34059007,zebrafish
PIMR144,10,34086593,zebrafish
PIMR146,10,34104733,zebrafish
PIMR150,10,34120543,zebrafish
PIMR147,10,34147484,zebrafish
PIMR145,10,34171674,zebrafish
PIMR148,10,34187231,zebrafish
TMED2,10,3419832,zebrafish
PIMR167,10,34220492,zebrafish
BX510654.2,10,34236168,zebrafish
PTPN11A,10,3430431,zebrafish
STARD13A,10,34321492,zebrafish
NBEAA,10,34426256,zebrafish
DCLK1A,10,34737322,zebrafish
CCDC169,10,34872195,zebrafish
SPARTA,10,34889328,zebrafish
CCNA1,10,34905980,zebrafish
RFXAP,10,34958583,zebrafish
SMAD9,10,34960751,zebrafish
ALG5,10,34984618,zebrafish
EXOSC8,10,35002786,zebrafish
SUPT20,10,35012094,zebrafish
C10H21ORF91,10,35059885,zebrafish
RPH3AA,10,3507861,zebrafish
RIPK4,10,35114153,zebrafish
NSUN5,10,35153100,zebrafish
POM121,10,35169644,zebrafish
YPEL2A,10,35201880,zebrafish
PLA2G3,10,3520256,zebrafish
SMG8,10,35238488,zebrafish
PRR11,10,35250205,zebrafish
STYXL1,10,35257651,zebrafish
TMEM120A,10,35265083,zebrafish
PORA,10,35275965,zebrafish
RHBDD2,10,35314564,zebrafish
SI:DKEY-259J3.5,10,35352435,zebrafish
GABRR3A,10,35367722,zebrafish
HHLA2A.1,10,35417099,zebrafish
HHLA2A.2,10,35439952,zebrafish
PHLDB2A,10,35526528,zebrafish
SI:CH211-244C8.4,10,35537974,zebrafish
ZDHHC20A,10,35554219,zebrafish
SMG6,10,35584647,zebrafish
OVCA2,10,35664129,zebrafish
RTN4RL1A,10,35952532,zebrafish
CU929346.1,10,360237,zebrafish
KATNAL1,10,36037977,zebrafish
SMYD4,10,36092564,zebrafish
COA4,10,36197968,zebrafish
OR109-13,10,36205211,zebrafish
OR109-11,10,36212575,zebrafish
OR109-7,10,36217239,zebrafish
OR109-6,10,36221505,zebrafish
OR109-5,10,36224470,zebrafish
OR109-4,10,36230602,zebrafish
OR109-3,10,36234985,zebrafish
OR109-2,10,36237981,zebrafish
OR109-1,10,36242891,zebrafish
OR110-2,10,36253002,zebrafish
OR106-12,10,36265164,zebrafish
OR106-11,10,36272178,zebrafish
OR106-9,10,36285568,zebrafish
OR106-7,10,36299541,zebrafish
OR106-4,10,36314279,zebrafish
OR106-3,10,36322894,zebrafish
OR106-2,10,36328702,zebrafish
OR104-1,10,36354863,zebrafish
NIPBLB,10,36475860,zebrafish
SLC1A3B,10,36558804,zebrafish
RSF1B.1,10,36613035,zebrafish
UCP3,10,36650222,zebrafish
UCP2,10,36662640,zebrafish
DNAJB13,10,36673404,zebrafish
MRPL48,10,36684000,zebrafish
RAB6A,10,36695597,zebrafish
PIMR137,10,36720166,zebrafish
PLEKHB1,10,36732673,zebrafish
FCHSD2,10,36741502,zebrafish
DHRS13A.2,10,36784756,zebrafish
DHRS13A.1,10,36795861,zebrafish
PHF12A,10,36813090,zebrafish
SEZ6A,10,36828069,zebrafish
MYO18AA,10,36953619,zebrafish
VEZF1A,10,37083662,zebrafish
CUEDC1A,10,37137464,zebrafish
KSR1A,10,37181780,zebrafish
NF1B,10,37268854,zebrafish
OMGA,10,37334270,zebrafish
AKAP1A,10,37400838,zebrafish
SI:DKEY-65J4.2,10,37485403,zebrafish
SI:CH1073-303D10.1,10,375042,zebrafish
WSCD1B,10,37981471,zebrafish
USP25,10,38168158,zebrafish
NRIP1B,10,38256556,zebrafish
SAMSN1B,10,38417512,zebrafish
GDPD5A,10,38430359,zebrafish
SERPINH1A,10,38512270,zebrafish
ACER3,10,38526496,zebrafish
LO018336.1,10,38560032,zebrafish
MMP13A,10,38610741,zebrafish
MMP30,10,38643304,zebrafish
ACAT1,10,38663917,zebrafish
TMPRSS2,10,38708099,zebrafish
DSCAMA,10,38775408,zebrafish
PCP4A,10,38969429,zebrafish
IGSF5A,10,39028331,zebrafish
SI:CH73-1A9.3,10,39084354,zebrafish
SI:CH73-1A9.4,10,39091716,zebrafish
RPS25,10,39125637,zebrafish
B3GAT1,10,39164638,zebrafish
B3GAT1B,10,39178450,zebrafish
EI24,10,39199547,zebrafish
STT3A,10,39212601,zebrafish
FOXRED1,10,39248911,zebrafish
CRY5,10,39264802,zebrafish
DCPS,10,39283985,zebrafish
KCNJ1B,10,39304422,zebrafish
SMTLB,10,39314578,zebrafish
TTC28,10,3965565,zebrafish
KIRREL3A,10,39692241,zebrafish
SMFN,10,39893439,zebrafish
FAM222A,10,399363,zebrafish
BX927333.1,10,39952995,zebrafish
GRAMD1BA,10,40160502,zebrafish
GLTPB,10,40324395,zebrafish
TAAR20A,10,40332261,zebrafish
TAAR20B,10,40338250,zebrafish
TAAR20H,10,40347080,zebrafish
TAAR20F,10,40351198,zebrafish
TAAR20G,10,40359577,zebrafish
TAAR20C,10,40378761,zebrafish
TAAR20C1,10,40387210,zebrafish
TAAR20T,10,40401858,zebrafish
TAAR20I,10,40405283,zebrafish
TAAR20N,10,40409832,zebrafish
TAAR20J,10,40415062,zebrafish
TAAR20W,10,40420052,zebrafish
TAAR20R,10,40428695,zebrafish
TAAR20Q,10,40442694,zebrafish
TAAR20P,10,40447708,zebrafish
TAAR20O,10,40453660,zebrafish
PITPNB,10,4046448,zebrafish
SI:DKEY-181M19.11,10,40471629,zebrafish
TAAR20A1,10,40473603,zebrafish
TAAR20D1,10,40478928,zebrafish
TAAR20X,10,40489658,zebrafish
TAAR19K,10,40513612,zebrafish
TAAR18A,10,40523707,zebrafish
TAAR18G,10,40527237,zebrafish
TAAR18D,10,40531123,zebrafish
TAAR18E,10,40535971,zebrafish
TAAR18F,10,40542904,zebrafish
SI:CH211-238P8.10,10,40548616,zebrafish
TAAR18C,10,40552038,zebrafish
TAAR18B,10,40556203,zebrafish
TAAR18H,10,40561692,zebrafish
TAAR18I,10,40568765,zebrafish
SI:CH211-238P8.18,10,40578332,zebrafish
TAAR18J,10,40583930,zebrafish
TAAR16B,10,40588802,zebrafish
TAAR16A,10,40593443,zebrafish
TAAR17A,10,40598791,zebrafish
SI:CH211-238P8.24,10,40606084,zebrafish
TAAR16F,10,40611799,zebrafish
TAAR16G,10,40616572,zebrafish
ZGC:172131,10,40623414,zebrafish
SI:CH211-238P8.31,10,40633990,zebrafish
TAAR19T,10,40642517,zebrafish
TAAR19S,10,40646764,zebrafish
SI:CH211-238P8.35,10,40657949,zebrafish
TAAR19L,10,40660772,zebrafish
TAAR19U,10,40665182,zebrafish
TAAR19P,10,40670847,zebrafish
TAAR19H,10,40684758,zebrafish
TAAR19M,10,40690411,zebrafish
TAAR19N,10,40700311,zebrafish
SI:CH211-139N6.10,10,40706100,zebrafish
SI:CH211-139N6.11,10,40711286,zebrafish
TAAR19Q,10,40722256,zebrafish
TAAR19J,10,40726399,zebrafish
TAAR19I,10,40731834,zebrafish
TAAR19A,10,40737540,zebrafish
TAAR19E,10,40742685,zebrafish
TAAR19O,10,40756352,zebrafish
TAAR19G,10,40762200,zebrafish
TAAR19D,10,40768203,zebrafish
TAAR19B,10,40774215,zebrafish
